Column1,Column12,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
L,1,6.44526,-7.36223,,1.47701E+15,6.45,-7.35,1.81638,1.81638
R,2,9.89056,-0.831754,0.387467,1.47701E+15,6.6,-7.25,2.72856,1.81904
L,1,6.74856,-7.14204,,1.47701E+15,6.75,-7.15,2.72856,1.81904
R,2,9.82091,-0.80111,0.0111151,1.47701E+15,6.85,-7.05,1.82066,1.82066
L,1,6.97717,-6.96144,,1.47701E+15,6.95,-6.95,1.82065,1.82065
R,2,9.91553,-0.767345,0.813798,1.47701E+15,7.1,-6.85,2.99976,1.99984
L,1,7.2552,-6.74652,,1.47701E+15,7.25,-6.75,2.99976,1.99984
R,2,9.78918,-0.739243,-0.48358,1.47701E+15,7.3,-6.65,0.999384,1.99876
L,1,7.33491,-6.53948,,1.47701E+15,7.35,-6.55,0.999369,1.99874
R,2,10.1874,-0.716878,2.05987,1.47701E+15,7.5,-6.55,2.72747,0
L,1,7.64389,-6.55777,,1.47701E+15,7.65,-6.55,2.72745,0
R,2,10.3287,-0.693472,0.298687,1.47701E+15,7.75,-6.45,1.81623,1.81624
L,1,7.84566,-6.34021,,1.47701E+15,7.85,-6.35,1.81623,1.81624
R,2,10.0811,-0.66755,1.53364,1.47701E+15,8,-6.3,2.72648,0.908821
L,1,8.14601,-6.23101,,1.47701E+15,8.15,-6.25,2.72645,0.908817
R,2,10.4109,-0.636269,-0.146262,1.47701E+15,8.25,-6.1,1.81898,2.72847
L,1,8.35502,-5.95811,,1.47701E+15,8.35,-5.95,1.81897,2.72844
R,2,10.2804,-0.607939,1.90025,1.47701E+15,8.5,-5.9,2.72647,0.90883
L,1,8.64201,-5.86567,,1.47701E+15,8.65,-5.85,2.72645,0.908817
R,2,10.4873,-0.580994,0.616103,1.47701E+15,8.75,-5.75,1.81789,1.81788
L,1,8.85198,-5.65134,,1.47701E+15,8.85,-5.65,1.81789,1.81788
R,2,10.4588,-0.551115,1.48103,1.47701E+15,9,-5.55,2.73109,1.82073
L,1,9.13482,-5.45989,,1.47701E+15,9.15,-5.45,2.73106,1.82072
R,2,10.7747,-0.524384,0.767143,1.47701E+15,9.25,-5.35,1.81796,1.81795
L,1,9.33045,-5.26019,,1.47701E+15,9.35,-5.25,1.81794,1.81793
R,2,10.7517,-0.497219,1.45792,1.47701E+15,9.5,-5.15,2.72905,1.81937
L,1,9.63754,-5.04328,,1.47701E+15,9.65,-5.05,2.72903,1.81935
R,2,11.0341,-0.470968,0.0453641,1.47701E+15,9.7,-4.95,0.998666,1.99733
L,1,9.74856,-4.84745,,1.47701E+15,9.75,-4.85,0.998656,1.99731
R,2,11.0612,-0.449999,0.869401,1.47701E+15,9.85,-4.75,1.8172,1.81719
L,1,9.93394,-4.66432,,1.47701E+15,9.95,-4.65,1.81717,1.81717
R,2,11.125,-0.424919,0.928876,1.47701E+15,10.05,-4.55,1.82042,1.82043
L,1,10.1444,-4.44253,,1.47701E+15,10.15,-4.45,1.82041,1.82042
R,2,11.1995,-0.399294,1.77981,1.47701E+15,10.3,-4.35,2.72672,1.81782
L,1,10.4496,-4.24828,,1.47701E+15,10.45,-4.25,2.7267,1.8178
R,2,11.3545,-0.370848,-0.30287,1.47701E+15,10.5,-4.1,0.908764,2.72628
L,1,10.5542,-3.95161,,1.47701E+15,10.55,-3.95,0.908764,2.72628
R,2,11.3211,-0.342958,0.712047,1.47701E+15,10.65,-3.8,1.8194,2.72911
L,1,10.7602,-3.65417,,1.47701E+15,10.75,-3.65,1.81939,2.72908
R,2,11.4312,-0.317652,1.20517,1.47701E+15,10.85,-3.55,1.81839,1.81838
L,1,10.9375,-3.46792,,1.47701E+15,10.95,-3.45,1.81838,1.81838
R,2,11.5021,-0.29106,0.041231,1.47701E+15,11,-3.3,0.908549,2.72563
L,1,11.0672,-3.14607,,1.47701E+15,11.05,-3.15,0.908549,2.72564
R,2,11.5069,-0.264934,0.216416,1.47701E+15,11.1,-3,0.90888,2.72663
L,1,11.1428,-2.8481,,1.47701E+15,11.15,-2.85,0.908863,2.72661
R,2,11.4972,-0.237002,0.259454,1.47701E+15,11.2,-2.7,0.909988,2.72995
L,1,11.2495,-2.5409,,1.47701E+15,11.25,-2.55,0.909988,2.72995
R,2,11.7171,-0.211967,-1.46601,1.47701E+15,11.2,-2.4,-0.907692,2.72306
L,1,11.1705,-2.24061,,1.47701E+15,11.15,-2.25,-0.907683,2.72304
R,2,11.4117,-0.183451,1.44344,1.47701E+15,11.25,-2.1,1.8219,2.73284
L,1,11.3536,-1.97104,,1.47701E+15,11.35,-1.95,1.82188,2.73281
R,2,11.3633,-0.156728,-0.454345,1.47701E+15,11.35,-1.8,0,2.71996
L,1,11.3661,-1.64386,,1.47701E+15,11.35,-1.65,0,2.71993
R,2,11.3658,-0.130565,-0.347156,1.47701E+15,11.35,-1.5,0,2.73448
L,1,11.3391,-1.34511,,1.47701E+15,11.35,-1.35,0,2.73446
R,2,11.3141,-0.10593,-2.15196,1.47701E+15,11.25,-1.2,-1.99969,2.99952
L,1,11.1532,-1.04324,,1.47701E+15,11.15,-1.05,-1.99967,2.99949
R,2,11.0059,-0.0810972,-1.38138,1.47701E+15,11.1,-0.9,-1.00006,3.00024
L,1,11.0654,-0.742685,,1.47701E+15,11.05,-0.75,-1.00006,3.00021
R,2,10.911,-0.0601231,-1.96694,1.47701E+15,10.95,-0.649999,-1.81771,1.81773
L,1,10.8418,-0.549005,,1.47701E+15,10.85,-0.549999,-1.81772,1.81773
R,2,10.8361,-0.0408851,-1.78777,1.47701E+15,10.75,-0.45,-1.81842,1.8184
L,1,10.6642,-0.353413,,1.47701E+15,10.65,-0.35,-1.8184,1.81839
R,2,10.5532,-0.0235621,-3.26318,1.47701E+15,10.5,-0.25,-3.00035,2.00024
L,1,10.3487,-0.171899,,1.47701E+15,10.35,-0.15,-3.00032,2.00022
R,2,10.2565,-0.0112412,-2.08683,1.47701E+15,10.25,-0.0999996,-2.00053,1.00027
L,1,10.137,-0.0462889,,1.47701E+15,10.15,-0.0499992,-2.00053,1.00027
R,2,10.0717,0.00163858,-1.97994,1.47701E+15,10.05,9.49949E-07,-2.00009,1.00004
L,1,9.92833,0.0556031,,1.47701E+15,9.95,0.0500011,-2.00006,1.00003
R,2,9.84784,0.00284182,-2.93313,1.47701E+15,9.8,0.0500011,-3.00025,0
L,1,9.65029,0.0372757,,1.47701E+15,9.65,0.0500011,-3.00024,0
R,2,9.54734,0.0104496,-2.97688,1.47701E+15,9.5,0.100001,-2.99825,0.999409
L,1,9.33515,0.138463,,1.47701E+15,9.35,0.15,-2.99825,0.999409
R,2,9.46208,0.0141913,-1.83274,1.47701E+15,9.25,0.15,-1.81915,0
L,1,9.13787,0.161547,,1.47701E+15,9.15,0.15,-1.81913,0
R,2,9.02937,0.0217632,-3.05478,1.47701E+15,9,0.2,-2.99927,0.99976
L,1,8.82128,0.250523,,1.47701E+15,8.85,0.25,-2.99927,0.99976
R,2,8.6796,0.0285204,-3.02363,1.47701E+15,8.7,0.25,-2.99873,0
L,1,8.54916,0.247046,,1.47701E+15,8.55,0.25,-2.99871,0
R,2,8.44466,0.0300046,-2.58343,1.47701E+15,8.4,0.25,-2.72872,0
L,1,8.2302,0.258614,,1.47701E+15,8.25,0.25,-2.72871,0
R,2,8.10918,0.0252484,-2.97538,1.47701E+15,8.1,0.2,-2.99909,-0.9997
L,1,7.94777,0.127954,,1.47701E+15,7.95,0.15,-2.9991,-0.9997
R,2,7.82356,0.0191399,-3.06134,1.47701E+15,7.8,0.15,-3.00101,0
L,1,7.63383,0.15164,,1.47701E+15,7.65,0.15,-3.00099,0
R,2,7.49759,0.0134815,-2.56198,1.47701E+15,7.5,0.100001,-2.72698,-0.908982
L,1,7.35046,0.0656199,,1.47701E+15,7.35,0.0500011,-2.72695,-0.908974
R,2,7.13188,-0.000633743,-2.02086,1.47701E+15,7.25,9.49949E-07,-2.00032,-1.00016
L,1,7.14965,-0.0559868,,1.47701E+15,7.15,-0.0499992,-2.0003,-1.00015
R,2,6.77401,-0.0222792,-2.89458,1.47701E+15,7,-0.15,-2.72534,-1.8169
L,1,6.85872,-0.227918,,1.47701E+15,6.85,-0.25,-2.72532,-1.81688
R,2,6.7132,-0.0517516,-0.920895,1.47701E+15,6.8,-0.349999,-1.00053,-2.00107
L,1,6.74687,-0.441006,,1.47701E+15,6.75,-0.449999,-1.00054,-2.00107
R,2,6.74335,-0.0817351,-1.87538,1.47701E+15,6.65,-0.549999,-2.00016,-2.00017
L,1,6.54837,-0.624094,,1.47701E+15,6.55,-0.65,-2.00016,-2.00017
R,2,6.44839,-0.121462,-0.595118,1.47701E+15,6.5,-0.799999,-0.999884,-2.99963
L,1,6.44859,-0.960126,,1.47701E+15,6.45,-0.949999,-0.999884,-2.99963
R,2,6.46919,-0.16842,-0.399597,1.47701E+15,6.4,-1.1,-0.999984,-2.99995
L,1,6.35596,-1.24356,,1.47701E+15,6.35,-1.25,-0.999969,-2.99992
R,2,6.70803,-0.215617,0.545837,1.47701E+15,6.35,-1.4,0,-3.00132
L,1,6.35503,-1.55184,,1.47701E+15,6.35,-1.55,0,-3.00129
R,2,6.54119,-0.254276,0.351234,1.47701E+15,6.35,-1.65,0,-1.81769
L,1,6.34356,-1.7483,,1.47701E+15,6.35,-1.75,0,-1.81769
R,2,6.64128,-0.299712,1.27178,1.47701E+15,6.35,-1.95,0,-3.99976
L,1,6.34095,-2.12276,,1.47701E+15,6.35,-2.15,0,-3.99972
R,2,6.6916,-0.340776,0.695528,1.47701E+15,6.35,-2.25,0,-2
L,1,6.34785,-2.35274,,1.47701E+15,6.35,-2.35,0,-1.99998
R,2,6.73182,-0.375521,1.10962,1.47701E+15,6.35,-2.5,0,-3
L,1,6.36265,-2.64414,,1.47701E+15,6.35,-2.65,0,-3
R,2,6.95809,-0.410128,2.11301,1.47701E+15,6.4,-2.8,1.00003,-3.00012
L,1,6.461,-2.95066,,1.47701E+15,6.45,-2.95,1.00003,-3.00009
R,2,7.23519,-0.451689,2.60049,1.47701E+15,6.5,-3.15,0.999284,-3.99712
L,1,6.55345,-3.36165,,1.47701E+15,6.55,-3.35,0.999284,-3.99712
R,2,7.4921,-0.481382,1.63266,1.47701E+15,6.6,-3.45,0.909922,-1.81983
L,1,6.63536,-3.55462,,1.47701E+15,6.65,-3.55,0.909917,-1.81984
R,2,7.65601,-0.504076,2.5156,1.47701E+15,6.7,-3.7,0.999335,-2.99802
L,1,6.75151,-3.84595,,1.47701E+15,6.75,-3.85,0.99934,-2.99802
R,2,7.7202,-0.532089,2.13592,1.47701E+15,6.8,-4,0.908549,-2.72564
L,1,6.85764,-4.15466,,1.47701E+15,6.85,-4.15,0.908537,-2.72561
R,2,8.16769,-0.554308,1.6278,1.47701E+15,6.9,-4.25,0.90988,-1.81977
L,1,6.94846,-4.34203,,1.47701E+15,6.95,-4.35,0.909876,-1.81975
R,2,8.43143,-0.57064,2.47219,1.47701E+15,7,-4.5,1.00008,-3.00024
L,1,7.03506,-4.6461,,1.47701E+15,7.05,-4.65,1.00008,-3.00024
R,2,8.74234,-0.592929,3.2723,1.47701E+15,7.15,-4.8,1.99984,-2.99976
L,1,7.26242,-4.9318,,1.47701E+15,7.25,-4.95,1.99984,-2.99976
R,2,8.92451,-0.606477,1.91642,1.47701E+15,7.3,-5.05,1.00028,-2.00057
L,1,7.3521,-5.15533,,1.47701E+15,7.35,-5.15,1.00028,-2.00056
R,2,9.0968,-0.620096,2.43519,1.47701E+15,7.4,-5.3,1.00003,-3.00012
L,1,7.44098,-5.44336,,1.47701E+15,7.45,-5.45,1.00004,-3.00012
R,2,9.27969,-0.635369,2.73629,1.47701E+15,7.55,-5.55,1.99961,-1.99961
L,1,7.66561,-5.647,,1.47701E+15,7.65,-5.65,1.9996,-1.9996
R,2,9.6591,-0.646603,2.41719,1.47701E+15,7.7,-5.8,1.00027,-3.00084
L,1,7.75724,-5.96146,,1.47701E+15,7.75,-5.95,1.00028,-3.00084
R,2,9.7353,-0.656464,2.7844,1.47701E+15,7.85,-6.05,1.9998,-1.99981
L,1,7.95005,-6.14609,,1.47701E+15,7.95,-6.15,1.9998,-1.9998
R,2,10.2057,-0.66388,2.032,1.47701E+15,8,-6.25,1.00004,-2.00008
L,1,8.04346,-6.35767,,1.47701E+15,8.05,-6.35,1.00004,-2.00008
R,2,10.382,-0.674723,3.36501,1.47701E+15,8.15,-6.5,1.99951,-2.99928
L,1,8.25742,-6.66007,,1.47701E+15,8.25,-6.65,1.9995,-2.99925
R,2,10.7955,-0.680973,1.7607,1.47701E+15,8.3,-6.75,0.90921,-1.81841
L,1,8.33159,-6.8699,,1.47701E+15,8.35,-6.85,0.90921,-1.81841
R,2,11.1716,-0.694584,2.79064,1.47701E+15,8.4,-7,1.0001,-3.00036
L,1,8.45779,-7.15285,,1.47701E+15,8.45,-7.15,1.00011,-3.00036
R,2,10.9872,-0.703397,2.84011,1.47701E+15,8.55,-7.25,1.99907,-1.99908
L,1,8.647,-7.3454,,1.47701E+15,8.65,-7.35,1.99908,-1.99908
R,2,11.5795,-0.712791,2.85508,1.47701E+15,8.7,-7.5,1.00058,-3.00174
L,1,8.76121,-7.66039,,1.47701E+15,8.75,-7.65,1.00057,-3.00171
R,2,11.7383,-0.721773,1.98214,1.47701E+15,8.8,-7.75,0.999844,-1.99968
L,1,8.84363,-7.83628,,1.47701E+15,8.85,-7.85,0.999844,-1.99968
R,2,12.1699,-0.728905,3.6081,1.47701E+15,8.95,-8,2.00017,-3.00024
L,1,9.05238,-8.15838,,1.47701E+15,9.05,-8.15,2.00014,-3.00021
R,2,12.2342,-0.737451,2.08465,1.47701E+15,9.1,-8.25,0.998905,-1.99781
L,1,9.15492,-8.35136,,1.47701E+15,9.15,-8.35,0.998886,-1.99779
R,2,12.6512,-0.744494,2.40551,1.47701E+15,9.2,-8.5,0.908863,-2.72657
L,1,9.2543,-8.64461,,1.47701E+15,9.25,-8.65,0.908855,-2.72655
R,2,12.6125,-0.757959,2.41541,1.47701E+15,9.3,-8.8,0.909475,-2.72841
L,1,9.35164,-8.95148,,1.47701E+15,9.35,-8.95,0.909466,-2.72839
R,2,13.1952,-0.769299,3.02289,1.47701E+15,9.4,-9.1,0.999765,-2.99935
L,1,9.44272,-9.24111,,1.47701E+15,9.45,-9.25,0.999774,-2.99934
R,2,13.3758,-0.777761,1.84184,1.47701E+15,9.5,-9.35,0.908962,-1.81792
L,1,9.5752,-9.43724,,1.47701E+15,9.55,-9.45,0.908954,-1.8179
R,2,13.5831,-0.785718,2.38885,1.47701E+15,9.6,-9.6,0.909988,-2.72996
L,1,9.62903,-9.75552,,1.47701E+15,9.65,-9.75,0.909971,-2.72993
R,2,13.8538,-0.796016,2.63696,1.47701E+15,9.7,-9.9,0.907972,-2.7239
L,1,9.74482,-10.046,,1.47701E+15,9.75,-10.05,0.907972,-2.72391
R,2,14.0227,-0.807641,1.93977,1.47701E+15,9.75,-10.2,0,-2.73106
L,1,9.75264,-10.3488,,1.47701E+15,9.75,-10.35,0,-2.73105
R,2,14.3811,-0.818753,3.01654,1.47701E+15,9.8,-10.5,1,-2.99999
L,1,9.83234,-10.6514,,1.47701E+15,9.85,-10.65,0.999994,-2.99996
R,2,14.5653,-0.830443,2.32942,1.47701E+15,9.85,-10.8,0,-3.00047
L,1,9.85033,-10.9603,,1.47701E+15,9.85,-10.95,0,-3.00048
R,2,14.9194,-0.843535,1.3418,1.47701E+15,9.85,-11.05,0,-1.9956
L,1,9.86057,-11.1502,,1.47701E+15,9.85,-11.15,0,-1.99559
R,2,14.9674,-0.853527,1.98082,1.47701E+15,9.85,-11.3,0,-2.73184
L,1,9.83839,-11.4483,,1.47701E+15,9.85,-11.45,0,-2.73182
R,2,15.1773,-0.869154,1.8979,1.47701E+15,9.8,-11.6,-0.998566,-2.9957
L,1,9.75592,-11.7487,,1.47701E+15,9.75,-11.75,-0.998566,-2.99569
R,2,15.4203,-0.884038,2.12451,1.47701E+15,9.75,-11.9,0,-2.73084
L,1,9.75861,-12.0491,,1.47701E+15,9.75,-12.05,0,-2.73085
R,2,15.5366,-0.901665,1.06967,1.47701E+15,9.65,-12.2,-1.81598,-2.72396
L,1,9.56514,-12.3446,,1.47701E+15,9.55,-12.35,-1.81597,-2.72396
R,2,15.6711,-0.921787,0.222425,1.47701E+15,9.45,-12.45,-1.82132,-1.82133
L,1,9.34752,-12.5408,,1.47701E+15,9.35,-12.55,-1.82131,-1.82131
R,2,15.7693,-0.93835,0.863191,1.47701E+15,9.3,-12.65,-0.908038,-1.81606
L,1,9.24151,-12.7411,,1.47701E+15,9.25,-12.75,-0.908029,-1.81605
R,2,15.6491,-0.954916,-0.702749,1.47701E+15,9.05,-12.85,-3.64007,-1.82004
L,1,8.83995,-12.9425,,1.47701E+15,8.85,-12.95,-3.64007,-1.82003
R,2,15.6757,-0.979734,-0.475503,1.47701E+15,8.75,-13,-1.9959,-0.997948
L,1,8.6395,-13.0341,,1.47701E+15,8.65,-13.05,-1.9959,-0.997948
R,2,15.5584,-0.994038,-0.821157,1.47701E+15,8.5,-13.1,-2.73149,-0.910502
L,1,8.34268,-13.1451,,1.47701E+15,8.35,-13.15,-2.73146,-0.910485
R,2,15.5362,-1.01517,-0.66709,1.47701E+15,8.2,-13.2,-2.72385,-0.907955
L,1,8.06107,-13.2364,,1.47701E+15,8.05,-13.25,-2.72383,-0.907947
R,2,15.36,-1.03139,-1.35298,1.47701E+15,7.9,-13.25,-2.72673,0
L,1,7.75593,-13.2425,,1.47701E+15,7.75,-13.25,-2.72673,0
R,2,15.1473,-1.05087,-1.53492,1.47701E+15,7.6,-13.25,-2.72991,0
L,1,7.44992,-13.2329,,1.47701E+15,7.45,-13.25,-2.72991,0
R,2,14.9795,-1.06989,-2.58841,1.47701E+15,7.25,-13.2,-3.63887,0.909723
L,1,7.05468,-13.1604,,1.47701E+15,7.05,-13.15,-3.63887,0.909723
R,2,14.8543,-1.08728,-1.23077,1.47701E+15,6.9,-13.15,-2.72312,0
L,1,6.73255,-13.1364,,1.47701E+15,6.75,-13.15,-2.72312,0
R,2,14.9527,-1.10661,-1.43926,1.47701E+15,6.6,-13.15,-3.00475,0
L,1,6.42749,-13.1436,,1.47701E+15,6.45,-13.15,-3.00472,0
R,2,14.6848,-1.11798,-1.7778,1.47701E+15,6.35,-13.1,-1.9976,0.998786
L,1,6.2503,-13.0552,,1.47701E+15,6.25,-13.05,-1.99758,0.998786
R,2,14.5284,-1.13279,-1.95691,1.47701E+15,6.1,-13,-2.72732,0.909111
L,1,5.95166,-12.9396,,1.47701E+15,5.95,-12.95,-2.72732,0.909111
R,2,14.1205,-1.14893,-2.0284,1.47701E+15,5.8,-12.9,-2.72895,0.909657
L,1,5.64785,-12.8416,,1.47701E+15,5.65,-12.85,-2.72896,0.909648
R,2,13.9407,-1.16209,-2.51174,1.47701E+15,5.55,-12.75,-1.81808,1.81809
L,1,5.43842,-12.6552,,1.47701E+15,5.45,-12.65,-1.81809,1.81809
R,2,13.6781,-1.17045,-2.71295,1.47701E+15,5.3,-12.55,-2.7236,1.81575
L,1,5.12059,-12.4527,,1.47701E+15,5.15,-12.45,-2.72358,1.81572
R,2,13.5987,-1.18335,-2.35186,1.47701E+15,5.05,-12.35,-1.81967,1.81966
L,1,4.95241,-12.2277,,1.47701E+15,4.95,-12.25,-1.81967,1.81967
R,2,13.0294,-1.1923,-3.09079,1.47701E+15,4.85,-12.1,-1.81844,2.72766
L,1,4.75144,-11.9561,,1.47701E+15,4.75,-11.95,-1.81844,2.72767
R,2,12.6426,-1.19135,-2.14426,1.47701E+15,4.7,-11.85,-0.909557,1.8191
L,1,4.67603,-11.7496,,1.47701E+15,4.65,-11.75,-0.909553,1.81911
R,2,12.532,-1.19356,-2.71022,1.47701E+15,4.6,-11.6,-0.907782,2.72335
L,1,4.5432,-11.4431,,1.47701E+15,4.55,-11.45,-0.907778,2.72334
R,2,12.0277,-1.18903,-3.7137,1.47701E+15,4.5,-11.25,-0.910253,3.64099
L,1,4.44374,-11.0696,,1.47701E+15,4.45,-11.05,-0.910253,3.64099
R,2,11.8559,-1.18496,-1.62718,1.47701E+15,4.45,-10.95,0,1.81804
L,1,4.4464,-10.8663,,1.47701E+15,4.45,-10.85,0,1.81805
R,2,12.0444,-1.17805,-1.73855,1.47701E+15,4.45,-10.75,0,1.81614
L,1,4.43858,-10.6346,,1.47701E+15,4.45,-10.65,0,1.81614
R,2,11.3269,-1.16887,-3.27343,1.47701E+15,4.45,-10.45,0,3.6396
L,1,4.44616,-10.2449,,1.47701E+15,4.45,-10.25,0,3.6396
R,2,11.0834,-1.15058,-2.17109,1.47701E+15,4.5,-10.1,0.910021,2.73005
L,1,4.55225,-9.94382,,1.47701E+15,4.55,-9.95,0.910013,2.73003
R,2,10.7623,-1.13022,-2.44174,1.47701E+15,4.6,-9.8,0.999085,2.99725
L,1,4.64586,-9.65356,,1.47701E+15,4.65,-9.65,0.99908,2.99724
R,2,10.4579,-1.11412,-1.35603,1.47701E+15,4.7,-9.55,0.910095,1.82021
L,1,4.7442,-9.45683,,1.47701E+15,4.75,-9.45,0.910091,1.82018
R,2,10.4108,-1.0908,-1.78308,1.47701E+15,4.85,-9.3,1.99828,2.99743
L,1,4.94202,-9.15915,,1.47701E+15,4.95,-9.15,1.99826,2.99739
R,2,10.3405,-1.06237,-1.95528,1.47701E+15,5,-9,0.908384,2.72514
L,1,5.06039,-8.84271,,1.47701E+15,5.05,-8.85,0.908384,2.72514
R,2,10.2601,-1.03811,-0.803907,1.47701E+15,5.15,-8.75,1.81679,1.8168
L,1,5.26598,-8.6555,,1.47701E+15,5.25,-8.65,1.81679,1.8168
R,2,10.037,-1.01005,-1.20349,1.47701E+15,5.35,-8.5,1.82017,2.73024
L,1,5.43516,-8.36367,,1.47701E+15,5.45,-8.35,1.82015,2.73022
R,2,9.99123,-0.978202,-0.644215,1.47701E+15,5.55,-8.25,1.81852,1.81852
L,1,5.65225,-8.1686,,1.47701E+15,5.65,-8.15,1.8185,1.8185
R,2,10.0235,-0.949248,-0.364583,1.47701E+15,5.75,-8.05,1.81752,1.81753
L,1,5.81186,-7.95139,,1.47701E+15,5.85,-7.95,1.81752,1.81752
R,2,9.93472,-0.92343,-0.302353,1.47701E+15,5.95,-7.85,1.8194,1.8194
L,1,6.04627,-7.74932,,1.47701E+15,6.05,-7.75,1.81941,1.8194
R,2,9.62546,-0.88994,-0.832488,1.47701E+15,6.15,-7.6,1.81742,2.72613
L,1,6.26179,-7.43797,,1.47701E+15,6.25,-7.45,1.8174,2.72611
R,2,9.67107,-0.855073,0.418138,1.47701E+15,6.4,-7.35,2.7248,1.81653
L,1,6.55234,-7.24441,,1.47701E+15,6.55,-7.25,2.72477,1.81651
R,2,9.76103,-0.825526,0.489049,1.47701E+15,6.65,-7.2,1.81957,0.909789
L,1,6.74556,-7.15305,,1.47701E+15,6.75,-7.15,1.81957,0.909785
R,2,9.87674,-0.794649,0.607961,1.47701E+15,6.9,-7.05,2.72946,1.81964
L,1,7.06886,-6.94012,,1.47701E+15,7.05,-6.95,2.72946,1.81964
R,2,9.86232,-0.763353,0.0351385,1.47701E+15,7.15,-6.85,1.81554,1.81554
L,1,7.25262,-6.73852,,1.47701E+15,7.25,-6.75,1.81554,1.81554
R,2,9.85837,-0.736116,0.148173,1.47701E+15,7.35,-6.65,1.82007,1.82007
L,1,7.45762,-6.53827,,1.47701E+15,7.45,-6.55,1.82005,1.82005
R,2,9.98613,-0.706558,1.37208,1.47701E+15,7.6,-6.5,2.72628,0.908764
L,1,7.74315,-6.44913,,1.47701E+15,7.75,-6.45,2.72628,0.908764
R,2,10.1317,-0.684623,0.777791,1.47701E+15,7.85,-6.4,1.81656,0.908285
L,1,7.9584,-6.34152,,1.47701E+15,7.95,-6.35,1.81656,0.908281
R,2,10.1837,-0.658568,0.969682,1.47701E+15,8.1,-6.25,2.73006,1.82003
L,1,8.24773,-6.1485,,1.47701E+15,8.25,-6.15,2.73005,1.82003
R,2,10.2499,-0.623097,1.26912,1.47701E+15,8.4,-6.05,2.72692,1.81795
L,1,8.55156,-5.93992,,1.47701E+15,8.55,-5.95,2.7269,1.81794
R,2,10.4301,-0.594934,0.657942,1.47701E+15,8.65,-5.85,1.81844,1.81844
L,1,8.7543,-5.75242,,1.47701E+15,8.75,-5.75,1.81843,1.81843
R,2,10.6686,-0.565194,1.34315,1.47701E+15,8.9,-5.65,2.72464,1.81643
L,1,9.06113,-5.54128,,1.47701E+15,9.05,-5.55,2.72465,1.81643
R,2,10.6386,-0.537333,0.800178,1.47701E+15,9.15,-5.45,1.81916,1.81918
L,1,9.24452,-5.3352,,1.47701E+15,9.25,-5.35,1.81916,1.81916
R,2,10.6468,-0.515691,1.14332,1.47701E+15,9.35,-5.3,1.81895,0.909466
L,1,9.43645,-5.25801,,1.47701E+15,9.45,-5.25,1.81894,0.90947
R,2,11.0213,-0.491273,0.378567,1.47701E+15,9.55,-5.1,1.81986,2.72981
L,1,9.64908,-4.9531,,1.47701E+15,9.65,-4.95,1.81987,2.72981
R,2,10.8076,-0.462569,0.808191,1.47701E+15,9.75,-4.85,1.81736,1.81735
L,1,9.86682,-4.74721,,1.47701E+15,9.85,-4.75,1.81736,1.81735
R,2,10.9769,-0.436747,0.773696,1.47701E+15,9.95,-4.65,1.81806,1.81805
L,1,10.0706,-4.54316,,1.47701E+15,10.05,-4.55,1.81805,1.81805
R,2,11.3501,-0.410455,1.79691,1.47701E+15,10.2,-4.45,2.72609,1.8174
L,1,10.3431,-4.35107,,1.47701E+15,10.35,-4.35,2.72606,1.81737
R,2,11.1934,-0.382691,-0.210545,1.47701E+15,10.4,-4.2,0.908945,2.72688
L,1,10.4578,-4.07071,,1.47701E+15,10.45,-4.05,0.908953,2.72687
R,2,11.2679,-0.358104,1.20807,1.47701E+15,10.55,-3.95,1.81903,1.81904
L,1,10.6424,-3.84126,,1.47701E+15,10.65,-3.85,1.81902,1.81903
R,2,11.2214,-0.330063,0.887286,1.47701E+15,10.75,-3.7,1.81931,2.72896
L,1,10.8572,-3.53957,,1.47701E+15,10.85,-3.55,1.81931,2.72896
R,2,11.3235,-0.30085,0.302095,1.47701E+15,10.9,-3.4,0.999745,2.99928
L,1,10.9372,-3.24816,,1.47701E+15,10.95,-3.25,0.999754,2.99928
R,2,11.3417,-0.277495,1.37716,1.47701E+15,11.05,-3.15,1.81764,1.81765
L,1,11.135,-3.05697,,1.47701E+15,11.15,-3.05,1.81763,1.81764
R,2,11.5166,-0.252737,0.253884,1.47701E+15,11.2,-2.9,0.909657,2.72896
L,1,11.2571,-2.74346,,1.47701E+15,11.25,-2.75,0.909648,2.72893
R,2,11.5547,-0.225803,-1.5427,1.47701E+15,11.2,-2.6,-0.998725,2.99617
L,1,11.1393,-2.45312,,1.47701E+15,11.15,-2.45,-0.998725,2.99616
R,2,11.4655,-0.201037,0.457362,1.47701E+15,11.2,-2.3,0.908813,2.72643
L,1,11.239,-2.16508,,1.47701E+15,11.25,-2.15,0.908805,2.7264
R,2,11.3365,-0.175531,0.442173,1.47701E+15,11.3,-2,0.909855,2.72956
L,1,11.3424,-1.85113,,1.47701E+15,11.35,-1.85,0.909847,2.72953
